advertiserurl,company,employmenttype_jobstatus,jobdescription,skills,cluster_predicted
675,62,146,649,438,4
675,62,146,649,640,3
676,62,146,649,1795,5
676,62,146,649,1219,2
676,62,146,649,1253,2
676,62,146,649,1377,2
676,62,146,649,1236,2
676,62,146,649,1442,2
676,62,146,649,1229,2
676,62,146,649,1475,2
676,62,146,649,438,4
676,62,146,649,640,3
465,374,146,369,1887,5
465,374,146,369,777,3
465,374,146,369,149,4
465,374,146,369,170,4
465,374,146,369,173,4
465,374,146,369,539,3
465,374,146,369,1447,2
465,374,146,369,1271,2
32,436,107,612,1672,5
32,436,107,612,248,0
32,436,107,612,71,0
32,436,107,612,645,1
126,266,146,347,1612,5
126,266,146,347,79,0
126,266,146,347,37,0
126,266,146,347,118,0
126,266,146,347,121,0
126,266,146,347,173,0
126,266,146,347,253,0
126,266,146,347,317,0
126,266,146,347,357,0
126,266,146,347,359,0
126,266,146,347,394,0
126,266,146,347,456,0
126,266,146,347,451,0
126,266,146,347,539,0
126,266,146,347,610,1
126,266,146,347,648,1
126,266,146,347,676,1
126,266,146,347,683,1
126,266,146,347,706,1
126,266,146,347,807,1
126,266,146,347,813,1
126,266,146,347,818,1
126,266,146,347,898,1
126,266,146,347,1001,1
126,266,146,347,1008,1
126,266,146,347,1079,1
126,266,146,347,1102,1
126,266,146,347,1171,1
126,266,146,347,1172,1
126,266,146,347,1178,1
80,266,146,345,1617,5
80,266,146,345,37,0
80,266,146,345,118,0
80,266,146,345,121,0
80,266,146,345,173,0
80,266,146,345,317,0
80,266,146,345,357,0
80,266,146,345,359,0
80,266,146,345,394,0
80,266,146,345,456,0
80,266,146,345,451,0
80,266,146,345,539,0
80,266,146,345,610,1
80,266,146,345,683,1
80,266,146,345,706,1
80,266,146,345,807,1
80,266,146,345,813,1
80,266,146,345,818,1
80,266,146,345,1001,1
80,266,146,345,1008,1
80,266,146,345,1079,1
80,266,146,345,1102,1
80,266,146,345,1171,1
80,266,146,345,1172,1
80,266,146,345,1178,1
125,266,146,346,1617,5
125,266,146,346,37,0
125,266,146,346,118,0
125,266,146,346,121,0
125,266,146,346,173,0
125,266,146,346,317,0
125,266,146,346,357,0
125,266,146,346,359,0
125,266,146,346,394,0
125,266,146,346,456,0
125,266,146,346,451,0
125,266,146,346,539,0
125,266,146,346,610,1
125,266,146,346,683,1
125,266,146,346,706,1
125,266,146,346,807,1
125,266,146,346,813,1
125,266,146,346,818,1
125,266,146,346,1001,1
125,266,146,346,1008,1
125,266,146,346,1079,1
125,266,146,346,1102,1
125,266,146,346,1171,1
125,266,146,346,1172,1
125,266,146,346,1178,1
576,227,230,463,1607,5
576,227,230,463,62,4
576,227,230,463,70,4
576,227,230,463,72,4
576,227,230,463,114,4
576,227,230,463,118,4
576,227,230,463,121,4
576,227,230,463,173,4
576,227,230,463,171,4
576,227,230,463,250,4
576,227,230,463,317,4
576,227,230,463,366,4
576,227,230,463,367,4
576,227,230,463,368,4
576,227,230,463,400,4
576,227,230,463,456,4
576,227,230,463,539,3
576,227,230,463,658,3
576,227,230,463,676,3
576,227,230,463,773,3
576,227,230,463,787,3
576,227,230,463,807,3
576,227,230,463,808,3
576,227,230,463,818,3
576,227,230,463,973,3
576,227,230,463,991,3
576,227,230,463,1000,3
576,227,230,463,1049,2
576,227,230,463,1079,2
576,227,230,463,1126,2
391,407,63,414,1808,5
391,407,63,414,1192,2
391,407,63,414,1099,2
391,407,63,414,1052,2
391,407,63,414,170,4
200,0,214,631,2042,5
200,0,214,631,777,1
200,0,214,631,1455,2
200,0,214,631,1444,2
200,0,214,631,173,0
200,0,214,631,170,0
200,0,214,631,539,0
200,0,214,631,854,1
200,0,214,631,1403,2
200,0,214,631,1172,2
620,24,224,506,1969,5
620,24,224,506,1316,2
620,24,224,506,178,4
620,24,224,506,934,3
620,24,224,506,818,3
620,24,224,506,1202,2
620,24,224,506,1535,2
620,24,224,506,1472,2
620,24,224,506,1279,2
614,143,164,531,1726,5
614,143,164,531,178,4
614,143,164,531,539,3
614,143,164,531,1432,2
408,198,91,525,1828,5
42,226,146,253,1620,5
42,226,146,253,315,0
42,226,146,253,317,0
42,226,146,253,451,0
42,226,146,253,1343,2
42,226,146,253,539,0
42,226,146,253,604,1
42,226,146,253,648,1
42,226,146,253,807,1
42,226,146,253,1040,1
42,226,146,253,1102,1
410,108,192,90,2027,5
410,108,192,90,1042,2
410,108,192,90,84,4
410,108,192,90,539,3
410,108,192,90,920,1
45,341,127,264,1622,5
45,341,127,264,539,0
116,57,146,20,2059,5
116,57,146,20,1422,2
116,57,146,20,4,0
116,57,146,20,1399,2
116,57,146,20,7,0
44,329,144,601,1572,5
54,420,53,641,1620,5
54,420,53,641,315,0
54,420,53,641,317,0
54,420,53,641,411,0
54,420,53,641,539,0
54,420,53,641,604,1
54,420,53,641,673,1
54,420,53,641,807,1
54,420,53,641,1127,1
54,420,53,641,1186,1
166,25,146,122,1689,5
166,25,146,122,312,0
166,25,146,122,52,0
166,25,146,122,210,0
166,25,146,122,815,1
166,25,146,122,106,0
166,25,146,122,520,0
166,25,146,122,610,1
166,25,146,122,1109,1
165,11,146,421,1807,5
165,11,146,421,934,1
165,11,146,421,149,0
165,11,146,421,151,0
165,11,146,421,818,1
165,11,146,421,1117,1
165,11,146,421,59,0
172,436,104,609,1711,5
172,436,104,609,818,1
172,436,104,609,777,1
171,344,146,399,1608,5
171,344,146,399,118,0
171,344,146,399,193,0
171,344,146,399,300,0
171,344,146,399,317,0
171,344,146,399,321,0
171,344,146,399,379,0
171,344,146,399,438,0
171,344,146,399,555,0
171,344,146,399,610,1
171,344,146,399,648,1
171,344,146,399,686,1
171,344,146,399,1407,2
171,344,146,399,711,1
171,344,146,399,777,1
171,344,146,399,800,1
171,344,146,399,825,1
171,344,146,399,903,1
171,344,146,399,959,1
171,344,146,399,921,1
171,344,146,399,973,1
171,344,146,399,989,1
171,344,146,399,1172,2
605,26,146,527,1620,5
605,26,146,527,37,4
605,26,146,527,172,4
605,26,146,527,317,4
605,26,146,527,411,4
605,26,146,527,1343,2
605,26,146,527,539,3
605,26,146,527,555,3
605,26,146,527,1368,2
605,26,146,527,605,3
605,26,146,527,610,3
605,26,146,527,648,3
605,26,146,527,758,3
605,26,146,527,812,3
605,26,146,527,855,3
605,26,146,527,934,3
605,26,146,527,952,3
605,26,146,527,1079,2
605,26,146,527,1127,2
575,378,146,18,1753,5
575,378,146,18,30,4
575,378,146,18,1133,2
575,378,146,18,934,3
484,230,146,280,1888,5
484,230,146,280,1076,2
526,181,21,684,1564,5
527,181,21,684,1564,5
492,125,110,93,1888,5
492,125,110,93,922,3
492,125,110,93,626,3
492,125,110,93,278,4
52,224,65,38,1623,5
52,224,65,38,170,0
52,224,65,38,173,0
52,224,65,38,539,0
52,224,65,38,689,1
52,224,65,38,176,0
52,224,65,38,280,0
52,224,65,38,606,1
52,224,65,38,0,0
53,224,65,38,1623,5
53,224,65,38,170,0
53,224,65,38,173,0
53,224,65,38,539,0
53,224,65,38,689,1
53,224,65,38,176,0
53,224,65,38,280,0
53,224,65,38,606,1
53,224,65,38,0,0
692,436,113,611,1778,5
692,436,113,611,179,4
692,436,113,611,40,4
598,427,146,526,1785,5
598,427,146,526,178,4
598,427,146,526,84,4
598,427,146,526,1302,2
598,427,146,526,240,4
598,427,146,526,875,3
598,427,146,526,239,4
354,187,133,685,1787,5
603,26,146,23,1620,5
603,26,146,23,168,4
603,26,146,23,315,4
603,26,146,23,317,4
603,26,146,23,353,4
603,26,146,23,539,3
603,26,146,23,648,3
603,26,146,23,673,3
603,26,146,23,807,3
48,424,146,561,2035,5
48,424,146,561,1214,1
48,424,146,561,1476,2
48,424,146,561,1330,2
48,424,146,561,1268,2
530,395,146,510,1620,5
530,395,146,510,726,3
530,395,146,510,539,3
530,395,146,510,1286,2
530,395,146,510,1280,2
530,395,146,510,977,3
445,279,31,354,1866,5
445,279,31,354,375,4
444,279,31,354,1866,5
444,279,31,354,375,4
392,136,41,432,1815,5
392,136,41,432,189,4
510,120,233,51,1648,5
510,120,233,51,255,4
510,120,233,51,189,4
510,120,233,51,317,4
510,120,233,51,376,4
510,120,233,51,438,4
510,120,233,51,451,4
510,120,233,51,607,3
510,120,233,51,649,3
510,120,233,51,648,3
510,120,233,51,808,3
510,120,233,51,810,3
510,120,233,51,876,3
510,120,233,51,891,3
510,120,233,51,909,3
510,120,233,51,911,3
510,120,233,51,1040,2
510,120,233,51,1079,2
344,309,64,523,1813,5
344,309,64,523,980,1
344,309,64,523,1175,2
344,309,64,523,1173,2
344,309,64,523,1174,2
344,309,64,523,1121,2
446,364,38,91,1865,5
446,364,38,91,508,3
446,364,38,91,64,4
446,364,38,91,852,3
446,364,38,91,349,4
718,289,31,435,1680,5
718,289,31,435,477,4
718,289,31,435,735,3
718,289,31,435,1094,2
718,289,31,435,496,3
718,289,31,435,1511,2
718,289,31,435,31,4
718,289,31,435,814,3
719,289,31,435,1680,5
719,289,31,435,477,4
719,289,31,435,735,3
719,289,31,435,1094,2
719,289,31,435,496,3
719,289,31,435,1511,2
719,289,31,435,31,4
719,289,31,435,814,3
292,92,146,81,1785,5
292,92,146,81,446,0
292,92,146,81,193,0
292,92,146,81,963,1
292,92,146,81,555,0
292,92,146,81,1368,2
292,92,146,81,100,0
292,92,146,81,585,1
292,92,146,81,326,0
292,92,146,81,752,1
292,92,146,81,871,1
292,92,146,81,93,0
292,92,146,81,602,1
292,92,146,81,243,0
350,12,19,11,1785,5
350,12,19,11,52,0
288,44,146,46,1868,5
288,44,146,46,597,1
20,120,233,693,1612,5
20,120,233,693,79,0
20,120,233,693,84,0
20,120,233,693,118,0
20,120,233,693,168,0
20,120,233,693,173,0
20,120,233,693,255,0
20,120,233,693,317,0
20,120,233,693,376,0
20,120,233,693,438,0
20,120,233,693,451,0
20,120,233,693,1343,2
20,120,233,693,539,0
20,120,233,693,648,1
20,120,233,693,798,1
20,120,233,693,876,1
20,120,233,693,891,1
20,120,233,693,1043,1
20,120,233,693,1079,1
20,120,233,693,1102,1
469,476,146,238,1785,5
469,476,146,238,1013,2
469,476,146,238,998,2
469,476,146,238,1364,2
469,476,146,238,351,4
469,476,146,238,1165,2
469,476,146,238,60,4
469,476,146,238,997,2
469,476,146,238,861,3
469,476,146,238,1032,2
469,476,146,238,462,4
469,476,146,238,425,4
469,476,146,238,747,3
469,476,146,238,686,3
586,464,146,220,1791,5
586,464,146,220,1013,2
586,464,146,220,1163,2
586,464,146,220,1093,2
586,464,146,220,446,4
586,464,146,220,193,4
586,464,146,220,158,4
586,464,146,220,272,4
586,464,146,220,530,3
586,464,146,220,144,4
586,464,146,220,363,4
496,465,23,466,2053,5
496,465,23,466,1092,2
496,465,23,466,591,3
496,465,23,466,1262,2
496,465,23,466,2025,5
496,465,23,466,1372,2
496,465,23,466,1218,2
567,408,175,389,1785,5
567,408,175,389,509,3
567,408,175,389,728,3
567,408,175,389,685,3
567,408,175,389,934,3
567,408,175,389,308,4
567,408,175,389,1946,5
567,408,175,389,462,4
567,408,175,389,777,3
567,408,175,389,523,3
567,408,175,389,1109,2
567,408,175,389,100,4
567,408,175,389,718,3
468,484,211,504,1618,5
468,484,211,504,84,4
468,484,211,504,107,4
468,484,211,504,187,4
468,484,211,504,315,4
468,484,211,504,317,4
468,484,211,504,438,4
468,484,211,504,451,4
468,484,211,504,1343,2
468,484,211,504,539,3
468,484,211,504,610,3
468,484,211,504,686,3
468,484,211,504,1407,2
468,484,211,504,758,3
468,484,211,504,806,3
468,484,211,504,807,3
468,484,211,504,808,3
468,484,211,504,891,3
468,484,211,504,903,3
197,468,163,650,1604,5
197,468,163,650,365,0
587,334,146,521,1645,5
587,334,146,521,539,3
587,334,146,521,1145,2
587,334,146,521,353,4
587,334,146,521,193,4
547,368,146,260,1577,5
547,368,146,260,1916,5
498,32,7,704,1916,5
498,32,7,704,946,3
498,32,7,704,948,3
498,32,7,704,945,3
639,23,116,442,1779,5
639,23,116,442,529,3
639,23,116,442,515,3
639,23,116,442,438,4
639,23,116,442,193,4
639,23,116,442,37,4
639,23,116,442,1088,2
639,23,116,442,1100,2
639,23,116,442,840,3
639,23,116,442,691,3
639,23,116,442,692,3
639,23,116,442,412,4
639,23,116,442,35,4
639,23,116,442,181,4
639,23,116,442,576,3
639,23,116,442,525,3
639,23,116,442,518,3
639,23,116,442,141,4
62,51,146,360,1893,5
62,51,146,360,555,0
62,51,146,360,193,0
62,51,146,360,93,0
62,51,146,360,143,0
62,51,146,360,1430,2
244,468,93,645,1635,5
244,468,93,645,193,0
10,91,2,269,1676,5
10,91,2,269,44,0
10,91,2,269,438,0
10,91,2,269,193,0
10,91,2,269,1187,1
10,91,2,269,635,1
10,91,2,269,556,0
551,41,214,635,1620,5
551,41,214,635,118,4
551,41,214,635,255,4
551,41,214,635,193,4
551,41,214,635,315,4
551,41,214,635,317,4
551,41,214,635,438,4
551,41,214,635,1343,2
551,41,214,635,555,3
551,41,214,635,887,3
551,41,214,635,1079,2
551,41,214,635,1102,2
402,257,105,358,1567,5
402,257,105,358,1141,2
181,40,31,508,1673,5
181,40,31,508,562,0
181,40,31,508,438,0
181,40,31,508,193,0
181,40,31,508,934,1
720,141,191,427,1733,5
305,215,47,490,2010,5
305,215,47,490,65,0
305,215,47,490,981,1
305,215,47,490,1547,5
305,215,47,490,405,0
305,215,47,490,555,3
305,215,47,490,721,1
305,215,47,490,543,0
207,35,146,276,1916,5
207,35,146,276,1134,1
207,35,146,276,1146,1
207,35,146,276,132,0
207,35,146,276,172,0
207,35,146,276,641,1
250,321,115,128,1793,5
250,321,115,128,445,0
250,321,115,128,196,0
250,321,115,128,143,0
250,321,115,128,526,0
250,321,115,128,718,1
250,321,115,128,534,0
250,321,115,128,27,0
250,321,115,128,840,1
250,321,115,128,926,1
255,325,31,664,2024,5
255,325,31,664,1371,2
255,325,31,664,1554,5
255,325,31,664,925,1
255,325,31,664,1372,2
255,325,31,664,438,0
255,325,31,664,1296,2
632,65,146,112,1561,5
632,65,146,112,1320,2
632,65,146,112,147,4
632,65,146,112,648,3
711,421,102,582,2063,5
711,421,102,582,1362,2
711,421,102,582,1305,2
711,421,102,582,1336,2
711,421,102,582,1109,2
711,421,102,582,541,3
711,421,102,582,1436,2
711,421,102,582,1223,2
68,354,209,252,2001,5
68,354,209,252,1536,5
68,354,209,252,1382,2
68,354,209,252,1555,5
68,354,209,252,1479,5
628,281,16,642,2022,5
628,281,16,642,245,4
628,281,16,642,1201,2
473,436,103,610,1816,5
473,436,103,610,377,4
473,436,103,610,913,3
473,436,103,610,818,3
473,436,103,610,837,3
473,436,103,610,154,4
473,436,103,610,632,3
473,436,103,610,986,2
475,436,103,610,1816,5
475,436,103,610,377,4
475,436,103,610,913,3
475,436,103,610,818,3
475,436,103,610,837,3
475,436,103,610,154,4
475,436,103,610,632,3
475,436,103,610,986,2
474,436,103,610,1816,5
474,436,103,610,377,4
474,436,103,610,913,3
474,436,103,610,818,3
474,436,103,610,837,3
474,436,103,610,154,4
474,436,103,610,632,3
474,436,103,610,986,2
419,176,146,164,1785,5
419,176,146,164,1214,2
51,168,146,157,1612,5
51,168,146,157,72,0
51,168,146,157,79,0
51,168,146,157,84,0
51,168,146,157,118,0
51,168,146,157,315,0
51,168,146,157,317,0
51,168,146,157,469,0
51,168,146,157,539,0
51,168,146,157,648,1
51,168,146,157,808,1
51,168,146,157,809,1
51,168,146,157,972,1
51,168,146,157,1038,1
40,210,195,476,1620,5
40,210,195,476,920,1
40,210,195,476,37,0
40,210,195,476,840,1
40,210,195,476,532,0
40,210,195,476,1089,1
40,210,195,476,1186,1
40,210,195,476,511,0
400,155,146,712,1727,5
400,155,146,712,1824,5
50,155,102,185,1785,5
50,155,102,185,1901,5
50,155,102,185,1612,5
50,155,102,185,1627,5
50,155,102,185,1853,5
50,155,102,185,1974,5
167,69,146,3,1605,5
167,69,146,3,1287,2
167,69,146,3,1512,5
167,69,146,3,1326,2
167,69,146,3,1553,5
167,69,146,3,77,0
167,69,146,3,761,1
167,69,146,3,1492,5
167,69,146,3,1516,5
167,69,146,3,686,1
167,69,146,3,610,1
167,69,146,3,1105,1
167,69,146,3,107,0
167,69,146,3,193,0
167,69,146,3,526,0
167,69,146,3,532,0
167,69,146,3,956,1
215,2,7,279,1778,5
215,2,7,279,515,0
215,2,7,279,35,0
215,2,7,279,840,1
215,2,7,279,1058,1
215,2,7,279,914,1
215,2,7,279,590,1
215,2,7,279,446,0
215,2,7,279,196,0
137,26,146,53,1617,5
137,26,146,53,127,0
137,26,146,53,164,0
137,26,146,53,300,0
137,26,146,53,293,0
137,26,146,53,296,0
137,26,146,53,317,0
137,26,146,53,454,0
137,26,146,53,539,0
137,26,146,53,610,1
137,26,146,53,648,1
137,26,146,53,661,1
137,26,146,53,676,1
137,26,146,53,891,1
137,26,146,53,971,1
137,26,146,53,934,1
137,26,146,53,1024,1
130,9,7,372,1917,5
131,405,111,690,1700,5
131,405,111,690,349,0
131,405,111,690,653,1
115,107,221,317,1887,5
115,107,221,317,610,1
115,107,221,317,454,0
115,107,221,317,650,1
115,107,221,317,788,1
115,107,221,317,466,0
115,107,221,317,539,0
115,107,221,317,835,1
115,107,221,317,965,1
115,107,221,317,54,0
115,107,221,317,610,1
115,107,221,317,454,0
115,107,221,317,650,1
115,107,221,317,788,1
115,107,221,317,466,0
115,107,221,317,539,0
115,107,221,317,835,1
115,107,221,317,965,1
115,107,221,317,52,0
537,395,231,513,1916,5
537,395,231,513,791,3
537,395,231,513,790,3
537,395,231,513,52,4
537,395,231,513,879,3
537,395,231,513,206,4
537,395,231,513,711,3
537,395,231,513,63,4
537,395,231,513,288,4
537,395,231,513,1271,2
537,395,231,513,1272,2
537,395,231,513,1269,2
537,395,231,513,818,3
537,395,231,513,987,3
537,395,231,513,1451,2
100,347,54,2,1662,5
100,347,54,2,206,0
100,347,54,2,577,1
100,347,54,2,454,0
100,347,54,2,457,0
100,347,54,2,206,0
100,347,54,2,577,1
100,347,54,2,153,0
541,470,146,688,1996,5
541,470,146,688,382,4
357,446,32,619,1868,5
357,446,32,619,639,3
357,446,32,619,686,3
357,446,32,619,438,0
357,446,32,619,562,3
357,446,32,619,1368,2
357,446,32,619,532,3
357,446,32,619,1186,2
357,446,32,619,1468,2
602,26,146,625,1614,5
602,26,146,625,79,4
602,26,146,625,37,4
602,26,146,625,118,4
602,26,146,625,317,4
602,26,146,625,539,3
602,26,146,625,555,3
602,26,146,625,1368,2
602,26,146,625,610,3
602,26,146,625,648,3
602,26,146,625,742,3
602,26,146,625,807,3
602,26,146,625,818,3
602,26,146,625,1129,2
724,205,42,14,1635,5
724,205,42,14,438,4
724,205,42,14,193,4
724,205,42,14,555,3
579,470,146,689,1785,5
579,470,146,689,100,4
579,470,146,689,555,3
579,470,146,689,526,3
579,470,146,689,193,4
579,470,146,689,438,4
579,470,146,689,686,3
213,362,15,548,1728,5
213,362,15,548,138,0
213,362,15,548,139,0
213,362,15,548,1347,2
213,362,15,548,1342,2
213,362,15,548,594,1
213,362,15,548,41,0
213,362,15,548,1154,2
213,362,15,548,762,1
213,362,15,548,498,0
213,362,15,548,990,1
213,362,15,548,221,0
213,362,15,548,74,0
213,362,15,548,52,0
213,362,15,548,1168,2
213,362,15,548,1095,1
213,362,15,548,610,1
213,362,15,548,947,1
213,362,15,548,539,0
727,12,19,479,1943,5
163,244,146,419,1671,5
163,244,146,419,173,0
163,244,146,419,539,0
163,244,146,419,818,1
163,244,146,419,758,1
163,244,146,419,903,1
163,244,146,419,438,0
163,244,146,419,193,0
163,244,146,419,451,0
163,244,146,419,453,0
163,244,146,419,947,1
163,244,146,419,747,1
163,244,146,419,665,1
163,244,146,419,686,1
698,205,55,592,1814,5
203,402,233,69,1649,5
203,402,233,69,586,1
203,402,233,69,818,1
203,402,233,69,686,1
203,402,233,69,465,0
203,402,233,69,464,0
482,468,100,577,1887,5
482,468,100,577,323,4
513,227,145,457,1642,5
513,227,145,457,133,4
513,227,145,457,246,4
513,227,145,457,256,4
513,227,145,457,317,4
513,227,145,457,367,4
513,227,145,457,438,4
513,227,145,457,539,3
513,227,145,457,607,3
513,227,145,457,649,3
513,227,145,457,648,3
513,227,145,457,758,3
513,227,145,457,808,3
513,227,145,457,809,3
513,227,145,457,810,3
513,227,145,457,818,3
513,227,145,457,887,3
513,227,145,457,921,3
513,227,145,457,1000,3
513,227,145,457,934,3
513,227,145,457,1049,2
513,227,145,457,1145,2
513,227,145,457,1186,2
659,233,146,537,1905,5
659,233,146,537,438,4
659,233,146,537,193,4
659,233,146,537,555,3
659,233,146,537,758,3
659,233,146,537,10,4
659,233,146,537,108,4
659,233,146,537,461,4
659,233,146,537,678,3
659,233,146,537,665,3
659,233,146,537,790,3
659,233,146,537,686,3
164,461,146,106,1582,5
164,461,146,106,232,0
164,461,146,106,823,1
164,461,146,106,1030,1
164,461,146,106,129,0
164,461,146,106,251,0
164,461,146,106,210,0
164,461,146,106,815,1
164,461,146,106,962,1
164,461,146,106,686,1
164,461,146,106,681,1
164,461,146,106,0,0
363,462,201,412,1939,5
739,287,203,42,1977,5
739,287,203,42,156,4
739,287,203,42,488,4
739,287,203,42,912,3
739,287,203,42,1406,2
739,287,203,42,333,4
739,287,203,42,24,4
365,227,230,459,1607,5
365,227,230,459,80,4
365,227,230,459,111,4
365,227,230,459,114,4
365,227,230,459,136,4
365,227,230,459,168,4
365,227,230,459,182,4
365,227,230,459,183,4
365,227,230,459,212,4
365,227,230,459,213,4
365,227,230,459,246,4
365,227,230,459,317,4
365,227,230,459,376,0
365,227,230,459,379,0
365,227,230,459,456,0
365,227,230,459,587,3
365,227,230,459,648,3
365,227,230,459,621,3
365,227,230,459,698,3
365,227,230,459,753,3
365,227,230,459,755,3
365,227,230,459,773,3
365,227,230,459,803,3
365,227,230,459,813,3
365,227,230,459,901,1
365,227,230,459,1037,2
365,227,230,459,1043,2
365,227,230,459,1046,2
365,227,230,459,1049,2
365,227,230,459,1071,2
365,227,230,459,1079,2
365,227,230,459,1138,2
365,227,230,459,1172,2
417,123,40,123,1829,5
15,330,95,710,1922,5
15,330,95,710,1999,5
15,330,95,710,0,0
440,193,31,433,1858,5
440,193,31,433,205,4
384,125,96,475,1843,5
384,125,96,475,1052,2
384,125,96,475,902,3
384,125,96,475,213,4
384,125,96,475,209,4
384,125,96,475,571,3
384,125,96,475,399,4
384,125,96,475,125,4
385,422,146,200,1970,5
55,212,75,206,1636,5
55,212,75,206,14,0
55,212,75,206,934,1
55,212,75,206,1102,1
585,165,241,272,1964,5
520,68,82,239,1647,5
520,68,82,239,609,3
520,68,82,239,95,4
520,68,82,239,1088,2
520,68,82,239,546,3
520,68,82,239,0,4
542,222,227,339,1707,5
691,8,11,658,1778,5
691,8,11,658,768,3
691,8,11,658,711,3
691,8,11,658,532,3
691,8,11,658,841,3
691,8,11,658,1484,2
318,349,146,451,1764,5
318,349,146,451,754,1
318,349,146,451,780,1
119,26,146,34,1617,5
119,26,146,34,271,0
119,26,146,34,287,0
119,26,146,34,300,0
119,26,146,34,317,0
119,26,146,34,451,0
119,26,146,34,478,0
119,26,146,34,610,1
119,26,146,34,649,1
119,26,146,34,648,1
119,26,146,34,678,1
119,26,146,34,686,1
119,26,146,34,1407,2
119,26,146,34,711,1
119,26,146,34,747,1
119,26,146,34,787,1
119,26,146,34,790,1
119,26,146,34,813,1
119,26,146,34,973,1
119,26,146,34,934,1
119,26,146,34,938,1
119,26,146,34,1037,1
119,26,146,34,1122,1
119,26,146,34,1124,1
119,26,146,34,1172,1
128,320,138,217,1612,5
128,320,138,217,79,0
128,320,138,217,118,0
128,320,138,217,271,0
128,320,138,217,287,0
128,320,138,217,300,0
128,320,138,217,277,0
128,320,138,217,315,0
128,320,138,217,317,0
128,320,138,217,539,0
128,320,138,217,555,0
128,320,138,217,610,1
128,320,138,217,648,1
128,320,138,217,686,1
128,320,138,217,1407,2
128,320,138,217,747,1
128,320,138,217,790,1
128,320,138,217,808,1
128,320,138,217,825,1
128,320,138,217,971,1
128,320,138,217,973,1
128,320,138,217,934,1
128,320,138,217,1109,1
149,96,19,597,1841,5
324,339,146,273,1618,5
324,339,146,273,460,0
324,339,146,273,610,3
324,339,146,273,686,1
324,339,146,273,1407,2
324,339,146,273,758,1
437,382,190,671,1942,5
600,221,146,566,1986,5
600,221,146,566,610,3
600,221,146,566,747,3
600,221,146,566,173,4
600,221,146,566,539,3
600,221,146,566,934,3
600,221,146,566,734,3
748,20,34,651,1883,5
121,320,211,464,1612,5
121,320,211,464,70,0
121,320,211,464,72,0
121,320,211,464,79,0
121,320,211,464,107,0
121,320,211,464,317,0
121,320,211,464,400,0
121,320,211,464,411,0
121,320,211,464,539,0
121,320,211,464,565,0
121,320,211,464,604,1
121,320,211,464,610,1
121,320,211,464,648,1
121,320,211,464,656,1
121,320,211,464,676,1
121,320,211,464,777,1
121,320,211,464,787,1
121,320,211,464,790,1
121,320,211,464,807,1
121,320,211,464,808,1
121,320,211,464,813,1
121,320,211,464,818,1
121,320,211,464,891,1
121,320,211,464,968,1
121,320,211,464,971,1
121,320,211,464,988,1
121,320,211,464,926,1
121,320,211,464,1024,1
121,320,211,464,952,1
121,320,211,464,1079,1
121,320,211,464,1109,1
121,320,211,464,1126,1
121,320,211,464,1127,1
121,320,211,464,1156,1
121,320,211,464,1186,2
194,473,92,173,1719,5
194,473,92,173,790,1
194,473,92,173,500,0
194,473,92,173,796,1
194,473,92,173,797,1
194,473,92,173,259,0
194,473,92,173,651,1
194,473,92,173,747,1
194,473,92,173,614,1
743,88,102,75,1673,5
743,88,102,75,93,4
743,88,102,75,555,3
743,88,102,75,438,4
743,88,102,75,1088,2
744,88,102,75,1673,5
744,88,102,75,93,4
744,88,102,75,555,3
744,88,102,75,438,4
744,88,102,75,1088,2
6,317,148,450,1575,5
6,317,148,450,172,0
6,317,148,450,93,0
6,317,148,450,459,0
5,317,148,450,1575,5
5,317,148,450,172,0
5,317,148,450,93,0
5,317,148,450,459,0
725,316,197,194,1633,5
725,316,197,194,446,4
725,316,197,194,196,4
725,316,197,194,158,4
725,316,197,194,568,3
554,75,53,646,1613,5
554,75,53,646,100,4
554,75,53,646,315,4
554,75,53,646,395,4
554,75,53,646,411,4
554,75,53,646,509,3
554,75,53,646,539,3
554,75,53,646,555,3
554,75,53,646,1368,2
554,75,53,646,777,3
554,75,53,646,825,3
554,75,53,646,827,3
554,75,53,646,1079,2
4,378,146,699,1673,5
4,378,146,699,44,0
4,378,146,699,934,1
9,199,199,692,2066,5
9,199,199,692,1326,2
9,199,199,692,1219,1
9,199,199,692,1217,1
9,199,199,692,1402,2
9,199,199,692,1478,5
9,199,199,692,1324,2
9,199,199,692,1088,1
9,199,199,692,14,0
9,199,199,692,37,0
9,199,199,692,172,0
9,199,199,692,1293,2
655,387,128,512,1673,5
655,387,128,512,93,4
655,387,128,512,1139,2
655,387,128,512,1142,2
514,161,146,495,1877,5
514,161,146,495,307,4
514,161,146,495,231,4
514,161,146,495,1075,2
514,161,146,495,610,3
514,161,146,495,1172,2
514,161,146,495,818,3
495,131,230,565,1968,5
495,131,230,565,934,3
495,131,230,565,164,4
495,131,230,565,921,3
495,131,230,565,1524,2
495,131,230,565,1523,2
495,131,230,565,1533,2
495,131,230,565,831,3
677,47,146,62,1795,5
677,47,146,62,44,4
677,47,146,62,1132,2
677,47,146,62,37,4
677,47,146,62,665,3
677,47,146,62,172,4
677,47,146,62,811,3
677,47,146,62,1086,2
677,47,146,62,10,4
728,225,146,251,1972,5
728,225,146,251,1538,2
728,225,146,251,438,4
728,225,146,251,193,4
728,225,146,251,562,3
261,32,102,674,1673,5
261,32,102,674,10,0
261,32,102,674,711,1
261,32,102,674,93,0
